source_image_id,image_route_name_no_placement,image_v16_summary_mode_aux,image_flat_route_class_aux,image_route_family_v2,image_person_shot_type,image_context_intent,image_routing_confidence,positive_total,ar_mode_group_count,shown_crop_count,review_image,source_image,mode_counts_json,target_ar_counts_json,routing_v2_counts_json,flat_route_counts_json
sstk_image_2231373703,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,20,20,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2231373703.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2231373703.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_full_body_center"": 5, ""person_single_full_body_rot"": 6, ""scene_center"": 6}","{""16:9"": 3, ""1:1"": 4, ""3:4"": 4, ""4:3"": 3, ""9:16"": 3, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 5, ""person_single/full_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 5, ""person_single|full_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 6}"
pond5_image_93483498,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,14,14,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_93483498.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_93483498.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_full_body_center"": 3, ""person_single_full_body_rot"": 5, ""scene_center"": 3}","{""16:9"": 3, ""1:1"": 2, ""3:4"": 2, ""4:3"": 3, ""9:16"": 1, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 3, ""person_single/full_body/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 3, ""person_single|full_body|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 3}"
bigstock_image_205164628,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,12,12,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_205164628.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_205164628.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_full_body_center"": 4, ""person_single_full_body_rot"": 3, ""scene_center"": 2}","{""1:1"": 2, ""3:4"": 3, ""4:3"": 1, ""9:16"": 3, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 4, ""person_single/full_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 4, ""person_single|full_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 2}"
pond5_image_150434183,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|environmental|feasible,person_single,upper_half_body,environmental,0.99,18,18,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_150434183.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_150434183.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 6}","{""16:9"": 1, ""1:1"": 4, ""3:4"": 4, ""4:3"": 2, ""9:16"": 3, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_2003868074,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|environmental|feasible,person_single,upper_half_body,environmental,0.99,14,14,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2003868074.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2003868074.jpg,"{""person_single_face_headshot_center"": 6, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 3, ""scene_center"": 1}","{""16:9"": 1, ""1:1"": 2, ""3:4"": 3, ""4:3"": 1, ""9:16"": 3, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 1}"
bigstock_image_452973083,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.83,14,14,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_452973083.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_452973083.jpg,"{""person_single_face_headshot_center"": 5, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 3, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 3, ""3:4"": 1, ""4:3"": 4, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 5, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 5, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_2171225873,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.83,17,17,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2171225873.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2171225873.jpg,"{""person_single_face_headshot_center"": 6, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 3, ""3:4"": 3, ""4:3"": 4, ""9:16"": 1, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 2}"
pond5_image_139971557,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.91,13,13,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_139971557.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_139971557.jpg,"{""person_single_face_headshot_center"": 5, ""person_single_upper_half_body_center"": 2, ""person_single_upper_half_body_rot"": 3, ""scene_center"": 3}","{""16:9"": 2, ""1:1"": 2, ""3:4"": 1, ""4:3"": 4, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 5, ""person_single/upper_half_body/center/balanced/feasible"": 2, ""person_single/upper_half_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 5, ""person_single|upper_half_body|center|balanced|feasible"": 2, ""person_single|upper_half_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_612256517,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|balanced|feasible,person_single,upper_half_body,balanced,0.83,16,16,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_612256517.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_612256517.jpg,"{""person_single_face_headshot_center"": 4, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 3}","{""16:9"": 3, ""1:1"": 3, ""3:4"": 3, ""4:3"": 4, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 4, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 4, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 3}"
bigstock_image_185099542,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,16,16,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_185099542.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_185099542.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_upper_half_body_center"": 3, ""person_single_upper_half_body_rot"": 5, ""scene_center"": 6}","{""16:9"": 1, ""1:1"": 4, ""3:4"": 4, ""4:3"": 2, ""9:16"": 3, ""FREE"": 2}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/upper_half_body/center/balanced/feasible"": 3, ""person_single/upper_half_body/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|upper_half_body|center|balanced|feasible"": 3, ""person_single|upper_half_body|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 6}"
bigstock_image_306278578,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|environmental|feasible,person_single,upper_half_body,environmental,0.99,21,21,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_306278578.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_306278578.jpg,"{""person_single_face_headshot_center"": 6, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 6, ""scene_center"": 4}","{""16:9"": 4, ""1:1"": 4, ""3:4"": 3, ""4:3"": 4, ""9:16"": 2, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 4}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 4}"
sstk_image_1762576721,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.83,17,17,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1762576721.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1762576721.jpg,"{""person_single_face_headshot_center"": 6, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 3}","{""16:9"": 3, ""1:1"": 3, ""3:4"": 2, ""4:3"": 4, ""9:16"": 1, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_1513529543,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|environmental|feasible,person_single,upper_half_body,environmental,0.99,16,16,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1513529543.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1513529543.jpg,"{""person_single_face_headshot_center"": 5, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 5, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 3, ""3:4"": 3, ""4:3"": 4, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 5, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 5, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_2296230993,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.717947,15,9,9,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2296230993.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2296230993.jpg,"{""pet_dogcat_center"": 7, ""pet_dogcat_rot"": 6, ""scene_center"": 2}","{""1:1"": 1, ""3:4"": 5, ""9:16"": 4, ""FREE"": 5}","{""pet_dogcat/na/center/tight_subject/feasible"": 7, ""pet_dogcat/na/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 2}","{""pet_dogcat|na|center|tight_subject|feasible"": 7, ""pet_dogcat|na|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_1441249697,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.716978,22,14,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1441249697.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1441249697.jpg,"{""pet_dogcat_center"": 8, ""pet_dogcat_rot"": 8, ""scene_center"": 6}","{""16:9"": 5, ""1:1"": 5, ""3:4"": 1, ""4:3"": 5, ""9:16"": 1, ""FREE"": 5}","{""pet_dogcat/na/center/tight_subject/feasible"": 8, ""pet_dogcat/na/rot/balanced/feasible"": 8, ""scene/na/center/balanced/feasible"": 6}","{""pet_dogcat|na|center|tight_subject|feasible"": 8, ""pet_dogcat|na|rot|balanced|feasible"": 8, ""scene|na|center|balanced|feasible"": 6}"
bigstock_image_52051075,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.720887,12,12,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_52051075.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_52051075.jpg,"{""pet_dogcat_center"": 5, ""pet_dogcat_rot"": 4, ""scene_center"": 3}","{""16:9"": 2, ""1:1"": 2, ""3:4"": 2, ""4:3"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 5, ""pet_dogcat/na/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 3}","{""pet_dogcat|na|center|tight_subject|feasible"": 5, ""pet_dogcat|na|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 3}"
